Player,PlayerIOC,Surface,Matches,EloRank,Elo,EloRankSurface,Wins,Losses,WinPercentage,Titles,PointsWonPercentage,GamesWonPercentage,SetsWonPercentage,DecSets,DecSetWins,DecSetWinPercentage,TieBreaks,TieBreaksWon,TieBreaksWonPercentage,ServiceGamesWonPercentage,ReturnGamesWonPercentage,EloServeRank,EloServe,FirstServePercentage,FirstServeWonPercentage,SecondServeWonPercentage,ServicePointsWonPercentage,Aces,AcePercentage,AcesPerServiceGame,DoubleFaultPercentage,DoubleFaultsPerServiceGame,AcesPerDoubleFault,BreakPointsFacedPerServiceGame,BreakPointsSavedPercentage,EloReturnRank,EloReturn,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,ReturnPointsWonPercentage,AceAgainstPercentage,AcesAgainstPerReturnGame,BreakPointChancesPerReturnGame,BreakPointsConvertedPercentage
Andrey Rublev,RUS,Grass,10,8,1939,7,8,2,0.8,0,0.51983,0.55655,0.66667,4,3,0.75,7,2,0.28571,0.87209,0.22561,11,1650,0.62222,0.7764,0.51151,0.67633,113,0.10918,0.65698,0.01836,0.11047,5.94737,0.34302,0.62712,59,1539,0.27344,0.50891,0.36302,0.10939,0.68902,0.54878,0.41111
Andrey Rublev,RUS,Hard,47,8,1939,10,31,16,0.65957,1,0.52286,0.54281,0.61475,15,9,0.6,23,9,0.3913,0.86998,0.21138,11,1650,0.63246,0.75618,0.54784,0.6796,355,0.09247,0.56982,0.02188,0.13483,4.22619,0.38684,0.6639,59,1539,0.27961,0.53881,0.37685,0.10337,0.69268,0.59024,0.35813
Casper Ruud,NOR,All,76,9,1938,,55,21,0.72368,2,0.52164,0.55467,0.66667,23,14,0.6087,27,16,0.59259,0.84688,0.25647,26,1613,0.64164,0.72114,0.5425,0.65712,398,0.06625,0.42027,0.02746,0.17423,2.41212,0.47518,0.67778,12,1589,0.31013,0.50659,0.38347,0.0735,0.46659,0.61207,0.41901
Casper Ruud,NOR,Clay,35,9,1938,5,28,7,0.8,2,0.5313,0.57317,0.7191,9,7,0.77778,5,3,0.6,0.81731,0.32178,26,1613,0.63679,0.69114,0.56277,0.64451,128,0.04946,0.30769,0.0255,0.15865,1.93939,0.5024,0.63636,12,1589,0.36041,0.5216,0.41808,0.0456,0.29208,0.71287,0.45139
Casper Ruud,NOR,Hard,39,9,1938,16,26,13,0.66667,0,0.51498,0.54265,0.63,13,7,0.53846,22,13,0.59091,0.87551,0.20497,26,1613,0.64997,0.7439,0.5317,0.66963,254,0.08053,0.51837,0.02663,0.17143,3.02381,0.44898,0.72273,12,1589,0.26606,0.49872,0.35537,0.09948,0.6294,0.5383,0.38077
Hubert Hurkacz,POL,All,77,10,1922,,54,23,0.7013,2,0.51818,0.5372,0.63889,40,23,0.575,65,36,0.55385,0.89421,0.17327,6,1683,0.64046,0.78859,0.53488,0.69737,1081,0.15857,0.9774,0.01775,0.1094,8.93388,0.32007,0.66949,129,1514,0.27894,0.4643,0.3454,0.0727,0.47373,0.43687,0.39662
Hubert Hurkacz,POL,Clay,17,10,1922,14,13,4,0.76471,1,0.51369,0.5272,0.65957,7,5,0.71429,11,8,0.72727,0.84298,0.20339,6,1683,0.60907,0.75297,0.52101,0.66229,171,0.11235,0.70661,0.0138,0.08678,8.14286,0.43388,0.6381,129,1514,0.32839,0.4458,0.37081,0.0379,0.25424,0.49576,0.41026
Hubert Hurkacz,POL,Grass,9,10,1922,10,6,3,0.66667,0,0.51824,0.54093,0.66667,4,2,0.5,8,4,0.5,0.95775,0.11511,6,1683,0.67807,0.81391,0.55311,0.72995,174,0.20519,1.22535,0.02241,0.1338,9.15789,0.21127,0.8,129,1514,0.24871,0.44257,0.31399,0.10808,0.68345,0.35252,0.32653
Hubert Hurkacz,POL,Hard,51,10,1922,12,35,16,0.68627,1,0.51971,0.5398,0.62676,29,16,0.55172,46,24,0.52174,0.89889,0.17465,6,1683,0.64403,0.79504,0.53696,0.70317,736,0.1655,1.01939,0.01821,0.11219,9.08642,0.30332,0.66667,129,1514,0.26794,0.47451,0.34266,0.07791,0.50563,0.4338,0.4026
Stefanos Tsitsipas,GRE,All,73,11,1912,,48,25,0.65753,2,0.5206,0.54397,0.63587,19,10,0.52632,44,26,0.59091,0.87514,0.20879,12,1646,0.61983,0.76599,0.54986,0.68383,524,0.09113,0.56895,0.0313,0.19544,2.91111,0.38979,0.67967,27,1563,0.27616,0.4835,0.3526,0.06712,0.41209,0.55055,0.37924
Stefanos Tsitsipas,GRE,Clay,21,11,1912,1,17,4,0.80952,1,0.52714,0.57367,0.73077,5,4,0.8,7,5,0.71429,0.83658,0.30556,12,1646,0.62668,0.72656,0.54098,0.65728,96,0.05875,0.37354,0.04284,0.27237,1.37143,0.46304,0.64706,27,1563,0.32919,0.51613,0.39186,0.04771,0.29762,0.72619,0.42077
Stefanos Tsitsipas,GRE,Grass,8,11,1912,26,4,4,0.5,0,0.50526,0.50316,0.51724,6,3,0.5,12,6,0.5,0.91613,0.10559,12,1646,0.65784,0.79388,0.57585,0.71928,98,0.10381,0.63226,0.02225,0.13548,4.66667,0.27742,0.69767,27,1563,0.23115,0.40462,0.29393,0.06799,0.40373,0.35404,0.29825
Stefanos Tsitsipas,GRE,Hard,44,11,1912,15,27,17,0.61364,1,0.52191,0.54175,0.62136,8,3,0.375,25,15,0.6,0.88212,0.19316,12,1646,0.60498,0.77801,0.54749,0.68695,330,0.10404,0.64833,0.02806,0.17485,3.70787,0.38703,0.69543,27,1563,0.26122,0.492,0.35077,0.07682,0.47284,0.52515,0.36782
Taylor Fritz,USA,All,69,12,1894,,46,23,0.66667,2,0.52824,0.55266,0.64571,18,9,0.5,32,18,0.5625,0.8687,0.23059,15,1639,0.61396,0.77167,0.54644,0.68472,678,0.12932,0.79484,0.02518,0.15475,5.13636,0.40797,0.67816,51,1547,0.29518,0.51228,0.37678,0.06387,0.41338,0.58303,0.39549
Taylor Fritz,USA,Clay,18,12,1894,18,12,6,0.66667,0,0.5308,0.54801,0.62222,4,3,0.75,4,3,0.75,0.85321,0.22967,15,1639,0.63694,0.7775,0.55044,0.69506,151,0.12022,0.69266,0.01592,0.09174,7.55,0.40826,0.64045,51,1547,0.30882,0.50794,0.37509,0.04981,0.31579,0.65072,0.35294
Taylor Fritz,USA,Grass,7,12,1894,36,3,4,0.42857,0,0.5043,0.5,0.45,2,1,0.5,4,1,0.25,0.85437,0.13861,15,1639,0.60692,0.76425,0.54,0.6761,76,0.1195,0.73786,0.02987,0.18447,4,0.49515,0.70588,51,1547,0.25728,0.47186,0.33437,0.06998,0.44554,0.35644,0.38889
Taylor Fritz,USA,Hard,44,12,1894,11,31,13,0.70455,2,0.53176,0.56468,0.69091,12,5,0.41667,24,14,0.58333,0.87782,0.24858,15,1639,0.60668,0.77078,0.54628,0.68248,451,0.13459,0.84774,0.02775,0.17481,4.84946,0.39098,0.6875,51,1547,0.29688,0.52053,0.38533,0.06814,0.44592,0.59962,0.41456
Tomas Machac,CZE,All,33,13,1893,,21,12,0.63636,0,0.51181,0.52645,0.61728,11,7,0.63636,13,7,0.53846,0.81566,0.23869,29,1606,0.62836,0.71904,0.52391,0.64652,166,0.06556,0.41919,0.02844,0.18182,2.30556,0.50758,0.63682,11,1590,0.29849,0.50938,0.37794,0.07261,0.46482,0.5603,0.42601
Tomas Machac,CZE,Clay,9,13,1893,31,6,3,0.66667,0,0.50885,0.51462,0.63158,3,3,1,2,2,1,0.76471,0.26744,29,1606,0.637,0.67397,0.51442,0.61606,36,0.06283,0.42353,0.03665,0.24706,1.71429,0.6,0.60784,11,1590,0.32286,0.52657,0.39856,0.06104,0.39535,0.47674,0.56098
Tomas Machac,CZE,Hard,23,13,1893,23,15,8,0.65217,0,0.51705,0.53833,0.63793,8,4,0.5,11,5,0.45455,0.843,0.23469,29,1606,0.62473,0.74494,0.53294,0.66538,117,0.06429,0.39932,0.02527,0.157,2.54348,0.44027,0.64341,11,1590,0.29553,0.5,0.37313,0.07623,0.48639,0.59184,0.39655
Karen Khachanov,RUS,All,51,14,1886,,34,17,0.66667,2,0.51363,0.52665,0.61538,13,7,0.53846,21,14,0.66667,0.82942,0.22292,25,1614,0.62991,0.74301,0.51361,0.65811,371,0.0934,0.58059,0.0209,0.12989,4.46988,0.44757,0.61888,37,1558,0.29098,0.51748,0.37723,0.0889,0.58713,0.55102,0.40456
Karen Khachanov,RUS,Clay,15,14,1886,10,11,4,0.73333,0,0.5176,0.53717,0.65116,4,3,0.75,6,3,0.5,0.81517,0.25243,25,1614,0.62969,0.70714,0.53239,0.64243,97,0.07271,0.45972,0.01649,0.10427,4.40909,0.43602,0.57609,37,1558,0.32561,0.51613,0.40042,0.05137,0.35437,0.63592,0.39695
Karen Khachanov,RUS,Hard,36,14,1886,17,23,13,0.63889,2,0.51162,0.52154,0.5977,9,4,0.44444,15,11,0.73333,0.83645,0.20882,25,1614,0.63002,0.76113,0.5041,0.66603,274,0.10387,0.64019,0.02312,0.14252,4.4918,0.45327,0.63918,37,1558,0.27382,0.5182,0.3654,0.10804,0.69838,0.51044,0.40909
Tommy Paul,USA,All,68,15,1881,,43,25,0.63235,1,0.51902,0.5386,0.61111,24,13,0.54167,30,15,0.5,0.81597,0.2596,49,1584,0.60813,0.72047,0.53287,0.64695,422,0.07656,0.48843,0.02993,0.19097,2.55758,0.49653,0.62937,10,1596,0.32223,0.51519,0.39559,0.05881,0.39115,0.64843,0.40036
Tommy Paul,USA,Clay,9,15,1881,53,6,3,0.66667,0,0.52508,0.53782,0.64,4,2,0.5,3,2,0.66667,0.8,0.27119,49,1584,0.65077,0.67129,0.58672,0.64175,24,0.03093,0.2,0.02706,0.175,1.14286,0.64167,0.68831,10,1596,0.32577,0.54459,0.41176,0.04631,0.31356,0.72034,0.37647
Tommy Paul,USA,Grass,12,15,1881,34,7,5,0.58333,0,0.5171,0.54,0.61765,5,1,0.2,11,5,0.45455,0.84659,0.22989,49,1584,0.61496,0.74481,0.53791,0.66515,97,0.0885,0.55114,0.03923,0.24432,2.25581,0.38636,0.60294,10,1596,0.29817,0.5012,0.373,0.09147,0.59195,0.58046,0.39604
Tommy Paul,USA,Hard,47,15,1881,14,30,17,0.6383,1,0.51831,0.53833,0.60331,15,10,0.66667,16,8,0.5,0.80986,0.26631,49,1584,0.59698,0.72434,0.52147,0.64258,301,0.08269,0.52993,0.02775,0.17782,2.9802,0.5,0.61972,10,1596,0.32878,0.51282,0.39889,0.05174,0.34568,0.65432,0.40701
Holger Rune,DEN,All,63,16,1881,,38,25,0.60317,0,0.50116,0.4974,0.57233,21,11,0.52381,36,29,0.80556,0.82171,0.16885,31,1605,0.61873,0.72376,0.5256,0.64821,383,0.07629,0.49483,0.04064,0.26357,1.87745,0.5155,0.65414,140,1511,0.2732,0.47991,0.34937,0.06436,0.40969,0.46728,0.36134
Holger Rune,DEN,Clay,15,16,1881,13,10,5,0.66667,0,0.4975,0.4875,0.59524,7,4,0.57143,8,8,1,0.78392,0.19403,31,1605,0.61683,0.69549,0.51176,0.62509,50,0.03757,0.25126,0.04282,0.28643,0.87719,0.59799,0.63866,140,1511,0.30976,0.46222,0.36378,0.04567,0.28856,0.47264,0.41053
Holger Rune,DEN,Grass,9,16,1881,54,7,2,0.77778,0,0.51129,0.53261,0.69231,1,1,1,9,7,0.77778,0.89437,0.14925,31,1605,0.63533,0.76649,0.53106,0.68063,71,0.08041,0.5,0.04757,0.29577,1.69048,0.38028,0.72222,140,1511,0.26047,0.47647,0.34308,0.06187,0.41045,0.45522,0.32787
Holger Rune,DEN,Hard,39,16,1881,22,21,18,0.53846,0,0.49964,0.49072,0.52747,13,6,0.46154,19,14,0.73684,0.81524,0.16317,31,1605,0.6144,0.72332,0.5305,0.64897,262,0.09337,0.60508,0.03742,0.24249,2.49524,0.52194,0.64602,140,1511,0.25969,0.48902,0.34467,0.07396,0.4662,0.46853,0.34826
Ugo Humbert,FRA,All,70,17,1881,,45,25,0.64286,3,0.51603,0.53159,0.60571,28,17,0.60714,22,13,0.59091,0.83195,0.22689,33,1605,0.62791,0.73335,0.53463,0.65941,430,0.08209,0.50888,0.02367,0.14675,3.46774,0.46391,0.63776,29,1561,0.28559,0.52505,0.37521,0.06994,0.44778,0.61705,0.3677
Ugo Humbert,FRA,Clay,10,17,1881,133,5,5,0.5,0,0.51224,0.5375,0.5,4,2,0.5,1,0,0,0.81148,0.25424,33,1605,0.63566,0.69309,0.51418,0.62791,33,0.04264,0.27049,0.01938,0.12295,2.2,0.46721,0.59649,29,1561,0.32692,0.50186,0.39077,0.04478,0.27966,0.67797,0.375
Ugo Humbert,FRA,Grass,7,17,1881,45,3,4,0.42857,0,0.49503,0.48521,0.5,2,0,0,1,1,1,0.76471,0.20238,33,1605,0.56937,0.72152,0.48117,0.61802,60,0.10811,0.70588,0.05225,0.34118,2.06897,0.63529,0.62963,29,1561,0.30312,0.49246,0.37138,0.08152,0.53571,0.63095,0.32075
Ugo Humbert,FRA,Hard,53,17,1881,9,37,16,0.69811,3,0.51968,0.53664,0.64122,22,15,0.68182,20,12,0.6,0.84483,0.22504,33,1605,0.63469,0.74285,0.54762,0.67153,337,0.08621,0.52821,0.02047,0.12539,4.2125,0.44044,0.64769,29,1561,0.27544,0.53338,0.3729,0.07295,0.46751,0.6038,0.3727
Jiri Lehecka,CZE,All,58,18,1866,,34,24,0.58621,1,0.50597,0.50835,0.55396,18,12,0.66667,21,12,0.57143,0.82754,0.18777,28,1611,0.64838,0.73295,0.5181,0.65741,388,0.08981,0.56232,0.02963,0.18551,3.03125,0.50435,0.65805,67,1535,0.28322,0.47167,0.35421,0.06913,0.43377,0.51092,0.36752
Jiri Lehecka,CZE,Clay,9,18,1866,26,6,3,0.66667,0,0.51309,0.51256,0.65,2,1,0.5,1,1,1,0.84,0.18182,28,1611,0.67273,0.76167,0.4899,0.67273,39,0.06446,0.39,0.02479,0.15,2.6,0.36,0.55556,67,1535,0.27322,0.47809,0.35656,0.07293,0.45455,0.46465,0.3913
Jiri Lehecka,CZE,Grass,8,18,1866,72,5,3,0.625,0,0.51684,0.53704,0.59091,2,2,1,5,2,0.4,0.89815,0.17593,28,1611,0.66015,0.76538,0.56195,0.69624,69,0.10376,0.63889,0.02857,0.17593,3.63158,0.39815,0.74419,67,1535,0.27373,0.47984,0.34665,0.07133,0.46296,0.52778,0.33333
Jiri Lehecka,CZE,Hard,41,18,1866,28,23,18,0.56098,1,0.50207,0.50104,0.52577,14,9,0.64286,15,9,0.6,0.80913,0.19167,28,1611,0.64098,0.71969,0.51416,0.6459,280,0.0918,0.58091,0.03082,0.19502,2.97872,0.55809,0.65799,67,1535,0.28747,0.46844,0.3555,0.06782,0.42292,0.51667,0.37097
Ben Shelton,USA,All,56,19,1858,,34,22,0.60714,2,0.50805,0.51329,0.55414,26,16,0.61538,40,21,0.525,0.86076,0.16582,10,1654,0.65861,0.7544,0.52381,0.67568,535,0.10872,0.67722,0.04958,0.30886,2.19262,0.42658,0.67359,167,1501,0.27571,0.46012,0.34351,0.05306,0.33671,0.4557,0.36389
Ben Shelton,USA,Clay,10,19,1858,106,6,4,0.6,1,0.51183,0.5219,0.53571,6,4,0.66667,4,1,0.25,0.86331,0.17037,10,1654,0.63787,0.76067,0.52614,0.67574,57,0.06746,0.41007,0.06036,0.36691,1.11765,0.40288,0.66071,167,1501,0.29144,0.4527,0.34793,0.05089,0.31852,0.53333,0.31944
Ben Shelton,USA,Grass,5,19,1858,,2,3,0.4,0,0.50221,0.49143,0.47059,3,1,0.33333,5,3,0.6,0.88636,0.09195,10,1654,0.65,0.78348,0.51852,0.69074,75,0.13889,0.85227,0.05,0.30682,2.77778,0.46591,0.7561,167,1501,0.25326,0.47115,0.32995,0.05415,0.36782,0.37931,0.24242
Ben Shelton,USA,Hard,41,19,1858,21,26,15,0.63415,1,0.50808,0.51459,0.57143,17,11,0.64706,31,17,0.54839,0.85613,0.17606,10,1654,0.66488,0.74862,0.52405,0.67336,403,0.11397,0.71581,0.04695,0.29485,2.42771,0.42629,0.6625,167,1501,0.27569,0.46004,0.3447,0.0534,0.33627,0.44894,0.39216
Tallon Griekspoor,NED,All,63,20,1829,,36,27,0.57143,1,0.49905,0.49703,0.51807,31,20,0.64516,44,24,0.54545,0.85291,0.13945,22,1621,0.63307,0.75552,0.52726,0.67176,563,0.10627,0.66785,0.03813,0.23962,2.78713,0.41874,0.64873,272,1462,0.24617,0.46181,0.32582,0.10697,0.67342,0.39571,0.35241
Tallon Griekspoor,NED,Clay,12,20,1829,87,6,6,0.5,0,0.49385,0.47354,0.45946,9,6,0.66667,6,3,0.5,0.8011,0.14045,22,1621,0.6082,0.73314,0.5167,0.64834,78,0.06806,0.43094,0.04188,0.26519,1.625,0.51381,0.6129,272,1462,0.25905,0.47343,0.33746,0.06449,0.41011,0.41573,0.33784
Tallon Griekspoor,NED,Grass,9,20,1829,25,7,2,0.77778,1,0.51185,0.53247,0.625,5,4,0.8,3,2,0.66667,0.87179,0.18421,22,1621,0.65676,0.74897,0.52362,0.67162,83,0.11216,0.7094,0.02432,0.15385,4.61111,0.44444,0.71154,272,1462,0.277,0.44403,0.3415,0.11816,0.7193,0.4386,0.42
Tallon Griekspoor,NED,Hard,42,20,1829,26,23,19,0.54762,0,0.49811,0.49725,0.51429,17,10,0.58824,35,19,0.54286,0.86606,0.1298,22,1621,0.63628,0.76416,0.53183,0.67966,402,0.11782,0.73761,0.03986,0.24954,2.95588,0.38165,0.64904,272,1462,0.23594,0.46178,0.31887,0.11863,0.74954,0.38026,0.34135
Nicolas Jarry,CHI,All,62,21,1826,,37,25,0.59677,0,0.5102,0.52012,0.56098,24,14,0.58333,36,18,0.5,0.86627,0.17605,16,1634,0.64879,0.75945,0.52072,0.6756,568,0.10877,0.68434,0.0247,0.15542,4.4031,0.43253,0.69081,214,1483,0.27646,0.48497,0.35075,0.07163,0.46467,0.49102,0.35854
Nicolas Jarry,CHI,Clay,20,21,1826,19,12,8,0.6,0,0.50668,0.52852,0.53846,7,5,0.71429,11,4,0.36364,0.85606,0.19847,16,1634,0.64091,0.72529,0.53074,0.65543,159,0.09239,0.60227,0.02382,0.1553,3.87805,0.51515,0.72059,214,1483,0.29616,0.47342,0.3581,0.04353,0.28626,0.5687,0.34899
Nicolas Jarry,CHI,Grass,7,21,1826,53,4,3,0.57143,0,0.51349,0.50926,0.57143,1,0,0,2,2,1,0.87736,0.15455,16,1634,0.69335,0.76035,0.51232,0.68429,84,0.12689,0.79245,0.02568,0.16038,4.94118,0.4717,0.74,214,1483,0.26856,0.51042,0.36193,0.08847,0.6,0.52727,0.2931
Nicolas Jarry,CHI,Hard,35,21,1826,43,21,14,0.6,0,0.51149,0.51788,0.57143,16,9,0.5625,23,12,0.52174,0.86957,0.16847,16,1634,0.64318,0.77985,0.51629,0.6858,325,0.11448,0.70652,0.02501,0.15435,4.57746,0.37609,0.65318,214,1483,0.26677,0.48462,0.34362,0.08379,0.53348,0.43844,0.38424
Jakub Mensik,CZE,All,20,22,1821,,13,7,0.65,0,0.49803,0.50097,0.61538,6,4,0.66667,14,10,0.71429,0.82879,0.17188,32,1605,0.58961,0.73267,0.51636,0.6439,187,0.10917,0.72763,0.03444,0.22957,3.16949,0.53696,0.68116,149,1509,0.24925,0.49576,0.34068,0.08375,0.51953,0.40234,0.42718
Jakub Mensik,CZE,Hard,16,22,1821,30,11,5,0.6875,0,0.50054,0.50572,0.63636,5,3,0.6,12,9,0.75,0.84404,0.16895,32,1605,0.59801,0.74822,0.52297,0.65767,161,0.11435,0.73853,0.03125,0.20183,3.65909,0.47706,0.67308,149,1509,0.24526,0.48928,0.33751,0.08769,0.54338,0.40183,0.42045
Felix Auger Aliassime,CAN,All,49,23,1812,,27,22,0.55102,1,0.50666,0.51368,0.50862,13,7,0.53846,26,14,0.53846,0.82881,0.1931,24,1618,0.62626,0.75022,0.49014,0.65302,378,0.10319,0.64068,0.05842,0.36271,1.76636,0.4,0.57203,122,1516,0.30446,0.46431,0.36446,0.06366,0.41379,0.51897,0.37209
Felix Auger Aliassime,CAN,Clay,15,23,1812,22,10,5,0.66667,0,0.51574,0.5342,0.56667,4,2,0.5,5,4,0.8,0.82051,0.23841,24,1618,0.62179,0.7438,0.4837,0.64543,82,0.08428,0.52564,0.05447,0.33974,1.54717,0.42308,0.57576,122,1516,0.35237,0.43438,0.38049,0.04073,0.25166,0.51656,0.46154
Felix Auger Aliassime,CAN,Hard,33,23,1812,25,17,16,0.51515,1,0.50478,0.5086,0.5,9,5,0.55556,18,9,0.5,0.82927,0.18317,24,1618,0.62938,0.74969,0.49097,0.6538,279,0.10989,0.68049,0.06026,0.37317,1.82353,0.40244,0.57576,122,1516,0.29426,0.47293,0.36418,0.07061,0.4703,0.5396,0.33945
Alexander Bublik,KAZ,All,57,24,1811,,35,22,0.61404,3,0.50559,0.5052,0.53957,18,15,0.83333,27,14,0.51852,0.80148,0.20715,132,1521,0.5937,0.77149,0.44935,0.64061,607,0.13957,0.89926,0.09312,0.6,1.49877,0.54667,0.63686,80,1527,0.30368,0.46846,0.36713,0.06791,0.42921,0.48733,0.42508
Alexander Bublik,KAZ,Clay,11,24,1811,110,6,5,0.54545,0,0.48413,0.46522,0.5,4,3,0.75,5,3,0.6,0.73043,0.2,132,1521,0.58483,0.70989,0.44892,0.60154,71,0.09126,0.61739,0.08355,0.56522,1.09231,0.73913,0.63529,80,1527,0.32333,0.4037,0.3542,0.04125,0.25217,0.3913,0.51111
Alexander Bublik,KAZ,Grass,11,24,1811,8,9,2,0.81818,1,0.53707,0.55519,0.73333,3,2,0.66667,6,4,0.66667,0.9085,0.20645,132,1521,0.60734,0.84014,0.50549,0.70874,180,0.19417,1.17647,0.09169,0.55556,2.11765,0.33333,0.72549,80,1527,0.27076,0.54046,0.3692,0.0865,0.52903,0.52258,0.39506
Alexander Bublik,KAZ,Hard,35,24,1811,31,20,15,0.57143,2,0.50038,0.49752,0.48148,11,10,0.90909,16,7,0.4375,0.78133,0.20948,132,1521,0.59153,0.76471,0.43056,0.62821,356,0.13464,0.87469,0.09644,0.62654,1.39608,0.57248,0.61803,80,1527,0.31087,0.46116,0.36988,0.06834,0.4414,0.50125,0.41791
Jan Lennard Struff,GER,All,45,25,1809,,24,21,0.53333,1,0.50534,0.50994,0.53509,18,8,0.44444,36,20,0.55556,0.82986,0.19277,36,1602,0.59371,0.75932,0.5,0.65396,447,0.11917,0.77604,0.03812,0.24826,3.12587,0.47396,0.64103,70,1532,0.28793,0.48881,0.36338,0.10109,0.6833,0.56971,0.33837
Jan Lennard Struff,GER,Clay,13,25,1809,11,9,4,0.69231,1,0.52326,0.53994,0.6875,4,1,0.25,6,5,0.83333,0.79618,0.28205,36,1602,0.56825,0.74377,0.50117,0.63903,79,0.07988,0.50318,0.03842,0.24204,2.07895,0.49045,0.58442,70,1532,0.36483,0.50904,0.41674,0.04093,0.28205,0.76282,0.36975
Jan Lennard Struff,GER,Grass,7,25,1809,43,5,2,0.71429,0,0.51565,0.54335,0.70588,3,1,0.33333,6,4,0.66667,0.90588,0.19318,36,1602,0.60111,0.81173,0.52093,0.69573,106,0.19666,1.24706,0.05751,0.36471,3.41935,0.29412,0.68,70,1532,0.25439,0.47805,0.33821,0.16088,1,0.42045,0.45946
Jan Lennard Struff,GER,Hard,25,25,1809,68,10,15,0.4,0,0.4947,0.48733,0.41538,11,6,0.54545,24,11,0.45833,0.82635,0.15134,36,1602,0.60324,0.75317,0.49433,0.65047,262,0.11786,0.78443,0.03329,0.22156,3.54054,0.51198,0.66082,70,1532,0.25879,0.48245,0.34447,0.11497,0.78635,0.51929,0.29143
Hamad Medjedovic,SRB,All,22,26,1807,,14,8,0.63636,1,0.50339,0.51685,0.51163,8,5,0.625,17,8,0.47059,0.84815,0.17803,34,1604,0.63652,0.74723,0.5105,0.66119,207,0.12155,0.76667,0.0458,0.28889,2.65385,0.47037,0.67717,133,1513,0.26031,0.49748,0.34401,0.08837,0.56439,0.44697,0.39831
Hamad Medjedovic,SRB,Clay,11,26,1807,38,6,5,0.54545,0,0.48657,0.49231,0.5,4,3,0.75,2,1,0.5,0.75758,0.21875,34,1604,0.58633,0.69939,0.48406,0.61031,76,0.09113,0.57576,0.06235,0.39394,1.46154,0.61364,0.60494,133,1513,0.26613,0.50649,0.35821,0.06716,0.42188,0.48438,0.45161
Hamad Medjedovic,SRB,Hard,10,26,1807,150,8,2,0.8,1,0.5267,0.55603,0.63636,4,2,0.5,15,7,0.46667,0.96581,0.13913,34,1604,0.69282,0.79846,0.55411,0.7234,120,0.15957,1.02564,0.02394,0.15385,6.66667,0.30769,0.88889,133,1513,0.25447,0.48148,0.32842,0.11394,0.73913,0.42609,0.32653
Sebastian Korda,USA,All,56,27,1804,,31,25,0.55357,0,0.5085,0.51849,0.54676,20,11,0.55,32,16,0.5,0.82344,0.21221,42,1591,0.61409,0.74502,0.51646,0.65681,501,0.1157,0.72504,0.02656,0.16643,4.35652,0.42547,0.58503,25,1566,0.27092,0.51646,0.36554,0.07947,0.5189,0.5436,0.39037
Sebastian Korda,USA,Clay,9,27,1804,65,4,5,0.44444,0,0.48872,0.49302,0.45455,2,1,0.5,3,1,0.33333,0.74074,0.24299,42,1591,0.58978,0.66089,0.52669,0.60584,45,0.06569,0.41667,0.01606,0.10185,4.09091,0.5463,0.52542,25,1566,0.28829,0.51903,0.37926,0.05321,0.36449,0.69159,0.35135
Sebastian Korda,USA,Grass,5,27,1804,35,3,2,0.6,0,0.51036,0.5,0.58333,0,0,,3,2,0.66667,0.87097,0.12903,42,1591,0.6123,0.80349,0.51724,0.69251,63,0.16845,1.01613,0.04278,0.25806,3.9375,0.29032,0.55556,25,1566,0.2561,0.47368,0.3392,0.09045,0.58065,0.45161,0.28571
Sebastian Korda,USA,Hard,42,27,1804,20,24,18,0.57143,0,0.51252,0.52596,0.5619,18,10,0.55556,26,13,0.5,0.83493,0.2158,42,1591,0.61938,0.75518,0.51406,0.66341,393,0.12015,0.75432,0.0269,0.16891,4.46591,0.41651,0.60369,25,1566,0.26895,0.52093,0.36566,0.0839,0.54335,0.52408,0.41176
Matteo Arnaldi,ITA,All,54,28,1802,,31,23,0.57407,0,0.50022,0.50248,0.54545,26,13,0.5,28,18,0.64286,0.79775,0.20257,65,1563,0.57393,0.70519,0.52553,0.62864,360,0.07605,0.50562,0.03697,0.24579,2.05714,0.56601,0.64268,45,1549,0.28391,0.49537,0.36511,0.05556,0.35663,0.52068,0.38904
Matteo Arnaldi,ITA,Clay,17,28,1802,34,10,7,0.58824,0,0.50393,0.51522,0.54545,8,4,0.5,6,4,0.66667,0.7788,0.24286,65,1563,0.5547,0.68593,0.53052,0.61672,94,0.06551,0.43318,0.0453,0.29954,1.44615,0.64055,0.65468,45,1549,0.32388,0.48544,0.38501,0.03159,0.20476,0.5619,0.4322
Matteo Arnaldi,ITA,Hard,36,28,1802,36,21,15,0.58333,0,0.4996,0.50106,0.55789,18,9,0.5,21,13,0.61905,0.80842,0.18977,65,1563,0.58417,0.71398,0.52039,0.63348,257,0.08072,0.54105,0.03329,0.22316,2.42453,0.53895,0.64453,45,1549,0.26724,0.5039,0.35802,0.06808,0.4371,0.51173,0.37083
Jack Draper,GBR,All,39,29,1800,,22,17,0.5641,0,0.51922,0.55521,0.59,15,6,0.4,17,4,0.23529,0.85146,0.26141,17,1632,0.59132,0.77816,0.50041,0.66465,308,0.1036,0.64435,0.03397,0.2113,3.0495,0.43096,0.65534,8,1611,0.28843,0.52318,0.37681,0.07938,0.5,0.54149,0.48276
