Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
67221,4036211,HighSchool,2016,374,DJ Turner,DeMatha Catholic,Maryland,WR,69,175,3,0.8829,Hyattsville,MD,USA,38.9529442,-76.9408647,24033
35579,4046531,HighSchool,2016,378,Eddie McDoom,West Orange,Michigan,WR,71,170,3,0.8825,Winter Garden,FL,USA,28.5656649,-81.5856742,12095
67222,,HighSchool,2016,379,Keyshawn Pie Young,Miami Senior,USC,WR,71,175,3,0.8825,Miami,FL,USA,25.7742658,-80.1936589,12086
35554,4035018,HighSchool,2016,381,Tyler Simmons,McEachern,Georgia,WR,71,194,3,0.8822,Powder Springs,GA,USA,33.8595492,-84.683824,13067
35555,4039055,HighSchool,2016,382,Reggie Hemphill-Mapps,Manvel,Texas,WR,73,172,3,0.8822,Manvel,TX,USA,29.4664706,-95.355714,48039
35593,4035390,HighSchool,2016,383,Jared Atkinson,Horn,Baylor,WR,75,199,3,0.882,Mesquite,TX,USA,32.7666103,-96.599472,48113
35586,4035690,HighSchool,2016,403,Keyshawn Young,Miami Senior,USC,WR,71,175,3,0.8789,Miami,FL,USA,25.7742658,-80.1936589,12086
35626,4035403,HighSchool,2016,408,Denzel Mims,Daingerfield,Baylor,WR,76,180,3,0.8792,Daingerfield,TX,USA,33.0318031,-94.7219895,48343
35582,,HighSchool,2016,409,Camron Williams,Skyline,TCU,WR,75,210,3,0.8791,Dallas,TX,USA,32.7762719,-96.7968559,48113
35617,4037626,HighSchool,2016,413,Divine Deablo,Mount Tabor,Virginia Tech,WR,75,180,3,0.8785,Winston Salem,NC,USA,36.0998131,-80.2440518,37067
35591,4038836,HighSchool,2016,415,Kiel Pollard,Colquitt County,South Carolina,WR,73,200,3,0.8782,Moultrie,GA,USA,31.179998,-83.7887928,13071
35592,4038813,HighSchool,2016,416,Randrecous Davis,Mays,South Carolina,WR,70.5,169,3,0.878,Atlanta,GA,USA,33.7490987,-84.3901849,13121
35601,4035848,HighSchool,2016,423,Jordan Duncan,Oak Grove,California,WR,74,190,3,0.8776,Hattiesburg,MS,USA,31.3271189,-89.2903392,28035
35614,-1029398,HighSchool,2016,436,Ruben Flowers,Lima Senior,Pittsburgh,WR,76,180,3,0.8761,Lima,OH,USA,40.7399785,-84.105006,39003
35650,4036676,HighSchool,2016,448,Darion Anderson,Houston County,Georgia Southern,WR,73,170,3,0.8751,Warner Robins,GA,USA,32.6200973,-83.606568,13153
35632,4037511,HighSchool,2016,457,Myles Dorn,Zebulon B. Vance,North Carolina,WR,74,195,3,0.8736,Charlotte,NC,USA,35.2272,-80.843083,37119
35633,4037514,HighSchool,2016,458,Rontavius Groves,Pearl Cohn,North Carolina,WR,71,175,3,0.8734,Nashville,TN,USA,36.1622296,-86.7743531,47037
35635,4035255,HighSchool,2016,460,Kendrick Rogers,Frankston,Texas A&M,WR,77,194,3,0.8731,Frankston,TX,USA,32.0526614,-95.5063456,48001
35636,4035693,HighSchool,2016,461,Velus Jones Jr.,Saraland,USC,WR,71,180,3,0.8727,Saraland,AL,USA,30.820742,-88.0705556,1097
35638,4036001,HighSchool,2016,463,Chris Taylor-Yamanoha,Rancho Cotate,Louisville,WR,74,185,3,0.8727,Rohnert Park,CA,USA,38.3396367,-122.7010984,6097
35639,,HighSchool,2016,464,Grant Holloway,Grassfield,,WR,74,190,3,0.8727,Chesapeake,VA,USA,36.7183708,-76.2466798,51550
35640,4034963,HighSchool,2016,465,Rick Wells,Raines,Florida,WR,72,185,3,0.8727,Jacksonville,FL,USA,30.3321838,-81.655651,12031
35673,4362737,HighSchool,2016,493,Daniel Crowell,Meridian,,WR,73,197,3,0.8696,Meridian,MS,USA,32.3643098,-88.703656,28075
35687,-1034191,HighSchool,2016,506,Brandon Johnson,American Heritage,Tennessee,WR,75,175,3,0.8691,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011
35697,4052003,HighSchool,2016,516,Larry Collins,Lower Richland,Coastal Carolina,WR,75,195,3,0.8681,Hopkins,SC,USA,33.9043212,-80.8770342,45079
35713,4035583,HighSchool,2016,532,Jordan Jones,Smackover,Arkansas,WR,73,175,3,0.8666,Smackover,AR,USA,33.3648455,-92.7248822,5139
35719,-1027437,HighSchool,2016,538,Zach Farrar,Southlake Carroll,Oklahoma,WR,76,205,3,0.8662,Southlake,TX,USA,32.9412363,-97.1341783,48439
35729,4036163,HighSchool,2016,548,Kelvin Harmon,Palmyra,NC State,WR,75,190,3,0.8655,Palmyra,NJ,USA,40.0070565,-75.0282271,34005
35736,3892750,HighSchool,2016,553,Isaiah Johnson,Dwyer,Washington State,WR,75,212,3,0.8646,Palm Beach Gardens,FL,USA,26.8418256,-80.13590695,12099
67227,,HighSchool,2016,556,Isaiah Johnson-Mack,Dwyer,Washington State,WR,75,212,3,0.8646,Palm Beach Gardens,FL,USA,26.8418256,-80.13590695,12099
35742,4037625,HighSchool,2016,562,Eric Kumah,Forest Park,Virginia Tech,WR,75,205,3,0.8641,Woodbridge,VA,USA,38.6581723,-77.2497049,51153
35761,,HighSchool,2016,578,Da'Monte Coxie,East St. John,Memphis,WR,75,175,3,0.8624,Reserve,LA,USA,30.0538131,-90.5517534,20013
35760,4039599,HighSchool,2016,580,Devaughn Cooper,Narbonne,Arizona,WR,70.5,171,3,0.8624,Harbor City,CA,USA,33.7972822,-118.3004717,6037
67228,,HighSchool,2016,581,Damonte Coxie,East St. John,Memphis,WR,75,175,3,0.8624,Reserve,LA,USA,30.0538131,-90.5517534,20013
35767,4046527,HighSchool,2016,588,Nate Johnson,Independence,Michigan,WR,71,175,3,0.8616,Thompson's Station,TN,USA,35.802011,-86.9113908,47187
35778,4039032,HighSchool,2016,599,Kevin Stepherson,First Coast,Notre Dame,WR,72,180,3,0.8615,Jacksonville,FL,USA,30.3321838,-81.655651,12031
35781,,HighSchool,2016,602,RJ Hubert,Moapa Valley,Utah,WR,71,178,3,0.8614,Overton,NV,USA,36.5407344,-114.4429886,32003
35785,4037601,HighSchool,2016,606,Phil Patterson,Bayside,Virginia Tech,WR,74,180,3,0.861,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810
35788,4037647,HighSchool,2016,609,Parnell Motley,Woodson H.D.,Oklahoma,WR,73,180,3,0.8609,Washington,DC,USA,38.8949855,-77.0365708,11001
35796,4035502,HighSchool,2016,616,Marquis McClain,Crestview,Auburn,WR,74,209,3,0.8605,Crestview,FL,USA,30.7621326,-86.5705084,12091
35816,4040874,HighSchool,2016,636,Johnny Huntley,South Plantation,Colorado,WR,75,207,3,0.8593,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011
35827,4039244,HighSchool,2016,646,Marcus Simms,Sherwood,West Virginia,WR,72,175,3,0.8585,Sandy Spring,MD,USA,39.1495517,-77.0269221,24031
35829,,HighSchool,2016,648,Corey Henderson,Evangel Christian Academy,Tennessee,WR,73,173,3,0.8585,Shreveport,LA,USA,32.5221828,-93.7651944,22017
35835,-1002204,HighSchool,2016,654,Kofi Boateng,Lamar,Arkansas,WR,73,177,3,0.8584,Arlington,TX,USA,32.701939,-97.10562379,48439
35849,,HighSchool,2016,666,Joseph Reed,Randolph Henry,Virginia,WR,74,205,3,0.8575,Charlotte Court House,VA,USA,37.0565362,-78.638334,51037
67231,4037591,HighSchool,2016,668,Joe Reed,Randolph Henry,Virginia,WR,74,205,3,0.8575,Charlotte Court House,VA,USA,37.0565362,-78.638334,51037
35864,4036144,HighSchool,2016,683,Emmanuel Rugamba,Naperville Central,Iowa,WR,73,175,3,0.8568,Naperville,IL,USA,41.7728699,-88.1479278,17043
35866,4044454,HighSchool,2016,685,Donald Stewart,Paramus Catholic,Stanford,WR,75.5,190,3,0.8568,West Orange,NJ,USA,40.7987113,-74.2390353,34013
35870,4037624,HighSchool,2016,689,Samuel Denmark,Hanahan,Virginia Tech,WR,72,175,3,0.8565,Charleston,SC,USA,32.7876012,-79.9402728,45019
35875,4036025,HighSchool,2016,694,Keion Wakefield,Louisville Male,Louisville,WR,69,170,3,0.8563,Louisville,KY,USA,38.2542376,-85.759407,21111
35877,,HighSchool,2016,696,Andre James,Laney,,WR,70,164,3,0.8563,Augusta,GA,USA,33.4709714,-81.9748429,13245
35883,4039307,HighSchool,2016,702,Marquez Stevenson,Northwood,Houston,WR,71,163,3,0.8559,Shreveport,LA,USA,32.5221828,-93.7651944,22017
35888,4035793,HighSchool,2016,707,Quintez Cephus,Stratford Academy,Wisconsin,WR,74,180,3,0.8557,Macon,GA,USA,32.8406946,-83.6324022,13021
35890,-1034294,HighSchool,2016,710,Latrell Williams,Columbia,Tennessee,WR,71,171,3,0.8555,Lake City,FL,USA,30.1896756,-82.6392899,12023
35896,4037582,HighSchool,2016,716,Hasise Dubois,De Paul Catholic,Virginia,WR,76,200,3,0.855,Wayne,NJ,USA,40.9491723,-74.2376802,34031
35907,,HighSchool,2016,727,Freddie Pinder,Miami Southridge,Florida International,WR,77,195,3,0.8544,Miami,FL,USA,25.7742658,-80.1936589,12086
35925,,HighSchool,2016,745,Harry Ballard,McCluer North,Missouri,WR,74,180,3,0.8536,Florissant,MO,USA,38.7919683,-90.3227803,29189
35941,4361394,HighSchool,2016,761,Jeremy Smith,Fort Bend Marshall,Arizona State,WR,74,179,3,0.8529,Missouri City,TX,USA,29.6185669,-95.5377215,48157
35943,-1040971,HighSchool,2016,763,Cole Blackman,Glen Allen,Virginia,WR,74,190,3,0.8529,Glen Allen,VA,USA,37.6659781,-77.506374,51087
35949,4036418,HighSchool,2016,769,Corey Sutton,Mallard Creek,Kansas State,WR,74,197,3,0.8529,Cornelius,NC,USA,35.4817982,-80.8589501,37119
35950,4035656,HighSchool,2016,770,Ben Skowronek,Homestead,Northwestern,WR,75,195,3,0.8528,Fort Wayne,IN,USA,41.0799898,-85.1386015,18003
35958,-1034717,HighSchool,2016,778,Davion Curtis,Temple,Texas,WR,71,180,3,0.8524,Temple,TX,USA,31.098207,-97.3427847,48027
35965,4034844,HighSchool,2016,785,Derrion Grim,Ronald E. McNair,Nebraska,WR,71.5,193,3,0.8521,Stockton,CA,USA,37.9577016,-121.2907796,6077
35968,4038807,HighSchool,2016,788,Korey Banks,Sandy Creek,South Carolina,WR,72,170,3,0.8519,Tyrone,GA,USA,33.4713249,-84.5972005,13113
35978,4039936,HighSchool,2016,798,Tray Eafford,Lee County,,WR,72,195,3,0.8516,Leesburg,GA,USA,31.7324556,-84.1711966,13177
35983,4035872,HighSchool,2016,803,Drew Kobayashi,St Louis School,California,WR,74,180,3,0.8513,Honolulu,HI,USA,21.304547,-157.8556764,15003
35992,4052236,HighSchool,2016,812,Adrian Hardy,Dekaney,Oklahoma,WR,74,185,3,0.8509,Houston,TX,USA,29.7589382,-95.3676974,48201
36005,4040660,HighSchool,2016,825,Jacob Robertson,Woodward Academy,Tulane,WR,74,175,3,0.8503,Atlanta,GA,USA,33.7490987,-84.3901849,13121
36008,,HighSchool,2016,828,Matthew Laris,Eastside Catholic,California,WR,76,210,3,0.8503,Bellevue,WA,USA,47.6144219,-122.1923372,53033
36011,4035556,HighSchool,2016,831,Jalen Martin,Chandler Park Academy,Iowa State,WR,75,200,3,0.8499,Harper Woods,MI,USA,42.4333367,-82.9238847,26163
36026,-1005025,HighSchool,2016,846,Julian Carter,Saguaro,Boise State,WR,75,190,3,0.8496,Scottsdale,AZ,USA,33.4942189,-111.9260184,4013
36028,4048099,HighSchool,2016,848,Samson Nacua,Timpview,Utah,WR,74,175,3,0.8493,Provo,UT,USA,40.2338438,-111.6585337,49049
36033,4039295,HighSchool,2016,853,Keith Corbin,West Brook,Houston,WR,74,175,3,0.8492,Beaumont,TX,USA,30.0860459,-94.1018461,48245
36037,,HighSchool,2016,854,Jair Anderson,Northview,Georgia Tech,WR,73,185,3,0.8489,Suwanee,GA,USA,34.0514898,-84.0712997,13135
67240,,HighSchool,2016,857,Jair Hawkins-Anderson,Northview,Georgia Tech,WR,73,185,3,0.8489,Suwanee,GA,USA,34.0514898,-84.0712997,13135
36051,,HighSchool,2016,871,J.C. Flowers,Trinity Christian Academy,,WR,74,175,3,0.8484,Jacksonville,FL,USA,30.3321838,-81.655651,12031
36053,4035347,HighSchool,2016,873,Kobay White,Bishop McDevitt,Boston College,WR,71,185,3,0.8482,Harrisburg,PA,USA,40.2663107,-76.8861122,42043
36069,4035680,HighSchool,2016,889,Demari Simpkins,Hallandale,Utah,WR,72,176,3,0.8472,Hollywood,FL,USA,26.0112014,-80.1494901,12011
36074,4034774,HighSchool,2016,894,Drew Hmielewski,Marshall,Minnesota,WR,74,195,3,0.847,Marshall,MN,USA,44.4469635,-95.7886581,27083
36088,4036168,HighSchool,2016,908,C.J. Riley,North Broward Prep,NC State,WR,76,180,3,0.8465,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011
36097,,HighSchool,2016,917,Jaquan Blackwell,Citrus Hill,San José State,WR,72,183,3,0.8462,Perris,CA,USA,33.7825194,-117.2286478,6065
36106,4044121,HighSchool,2016,926,Isaiah Wright,Kingswood-Oxford School,Temple,WR,74,207,3,0.8458,West Hartford,CT,USA,41.7629122,-72.75664456,9003
36112,4038814,HighSchool,2016,932,Chavis Dawkins,Byrnes,South Carolina,WR,75,195,3,0.8457,Duncan,SC,USA,34.9378962,-82.1451096,45083
36134,4042807,HighSchool,2016,954,Trevon Bradford,Oregon City Senior,Oregon State,WR,71,180,3,0.8447,Oregon City,OR,USA,45.3573429,-122.6067583,41005
36142,4035651,HighSchool,2016,962,Ramaud Chiaokhiao-Bowman,Breck School,Northwestern,WR,74.5,191,3,0.8443,Minneapolis,MN,USA,44.9772995,-93.2654692,27053
36150,4039549,HighSchool,2016,970,Brandon Benson,La Vega,SMU,WR,75,180,3,0.844,Waco,TX,USA,31.549333,-97.1466695,48309
36156,4055165,HighSchool,2016,976,Renard Bell,Cathedral,Washington State,WR,70,165,3,0.8437,Los Angeles,CA,USA,34.0536909,-118.2427666,6037
36157,4037487,HighSchool,2016,977,Malick Mbodj,Arabia Mountain,Cincinnati,WR,76,188,3,0.8435,Lithonia,GA,USA,33.7123305,-84.1051939,13089
36176,-1042273,HighSchool,2016,996,Grant Porter,Upland,Washington State,WR,74,180,3,0.8428,Upland,CA,USA,34.09751,-117.6483876,6071
36179,,HighSchool,2016,999,Tyson Penn,Bellevue,Oregon State,WR,76,195,3,0.8426,Bellevue,WA,USA,47.6144219,-122.1923372,53033
36178,4037367,HighSchool,2016,1002,Tyshawn Brown,Mays,Middle Tennessee,WR,72,180,3,0.8425,Atlanta,GA,USA,33.7490987,-84.3901849,13121
36186,,HighSchool,2016,1007,Herb McGee,Riverside Academy,South Alabama,WR,74,175,3,0.8422,Reserve,LA,USA,30.0538131,-90.5517534,20013
36190,4038242,HighSchool,2016,1011,Kalakaua Timoteo,Mililani,Hawai'i,WR,74,195,3,0.8422,Mililani,HI,USA,21.4508308,-158.0095783,15003
36191,4037560,HighSchool,2016,1012,Xavier Lane,Carver,Western Kentucky,WR,76,195,3,0.8422,Montgomery,AL,USA,32.3669656,-86.3006485,1101
36193,,HighSchool,2016,1014,Trey Fullwood,Sickles,,WR,73,190,3,0.8422,Tampa,FL,USA,27.9477595,-82.458444,12057
36219,,HighSchool,2016,1040,Steve Dolphus,Westside,Georgia Tech,WR,77,200,3,0.841,Macon,GA,USA,32.8406946,-83.6324022,13021
36229,4035277,HighSchool,2016,1050,Kalija Lipscomb,Jesuit,Vanderbilt,WR,72,185,3,0.8407,New Orleans,LA,USA,29.9499323,-90.0701156,22071
36243,4035282,HighSchool,2016,1064,Donaven Tennyson,Benedictine,Vanderbilt,WR,70,170,3,0.8403,Richmond,VA,USA,37.5385087,-77.43428,51760
36246,4036155,HighSchool,2016,1067,Devonte Young,North Point,Iowa,WR,73,185,3,0.8401,Brandywine,MD,USA,38.6967833,-76.8477485,24033
38445,,HighSchool,2016,1078,Maysoe Wiley,Valwood School,,WR,76,205,3,0.8399,Adel,GA,USA,31.1371358,-83.4234936,13075
36256,,HighSchool,2016,1082,Abu Daramy,Choate Rosemary Hall,Yale,WR,70,170,3,0.8399,Westerville,OH,USA,40.126139,-82.9295287,39049
36257,4243387,HighSchool,2016,1083,Coye Fairman,Atascocita,Memphis,WR,75,194,3,0.8399,Humble,TX,USA,29.9988312,-95.2621553,48201
36279,4259259,HighSchool,2016,1105,Ronald Patterson,Raines,,WR,74,178,3,0.8388,Jacksonville,FL,USA,30.3321838,-81.655651,12031
36280,4039019,HighSchool,2016,1106,Jordan Chin,Chaminade,Washington,WR,72,170,3,0.8388,West Hills,CA,USA,34.2032325,-118.645476,6037
36285,4035776,HighSchool,2016,1111,Kendric Pryor,Homewood-Flossmoor,Wisconsin,WR,73,175,3,0.8384,Flossmoor,IL,USA,41.5428123,-87.6847684,17031
36288,4035387,HighSchool,2016,1114,Reggie Todd,Blount,Mississippi State,WR,77,192,3,0.8383,Mobile,AL,USA,30.6943566,-88.0430541,1097
36300,4047836,HighSchool,2016,1126,Frank Darby,Lincoln,Arizona State,WR,72,184,3,0.8377,Jersey City,NJ,USA,40.7281575,-74.0776417,34017
36303,4046599,HighSchool,2016,1129,D.J. Render,North Cobb,Kansas State,WR,71,170,3,0.8376,Kennesaw,GA,USA,34.0234337,-84.6154897,13067
36308,4054085,HighSchool,2016,1134,Dezmon Patmon,Henry,Washington State,WR,75,192,3,0.8375,San Diego,CA,USA,32.7174209,-117.1627714,6073
